Wall time,Step,Value
1680529927.1882622,4,0.009999999776482582
1680529938.4302287,14,0.009999999776482582
1680529939.550844,15,0.009999999776482582
1680529942.9157395,18,0.009999999776482582
1680529944.0435264,19,0.009999999776482582
1680529951.9394822,26,0.009999999776482582
1680529953.0746665,27,0.009999999776482582
1680529967.691152,40,0.009999999776482582
1680529975.8055677,47,0.009999999776482582
1680529976.982168,48,0.009999999776482582
1680529978.1292956,49,0.009999999776482582
1680529983.9669495,54,0.009999999776482582
1680529992.9464772,62,0.009999999776482582
1680529994.0613267,63,0.009999999776482582
1680529997.4814792,66,0.009999999776482582
1680529998.5953286,67,0.009999999776482582
1680530002.010219,70,0.009999999776482582
1680530003.1307774,71,0.009999999776482582
1680530009.8465593,77,0.009999999776482582
1680530015.650197,82,0.009999999776482582
1680530023.7759264,89,0.009999999776482582
1680530035.1123924,99,0.009999999776482582
1680530040.0317416,103,0.009999999776482582
1680530044.6490076,107,0.009999999776482582
1680530060.4260666,121,0.009999999776482582
1680530064.9061081,125,0.009999999776482582
1680530066.058953,126,0.009999999776482582
1680530068.3079095,128,0.009999999776482582
1680530070.5397573,130,0.009999999776482582
1680530077.3424408,136,0.009999999776482582
1680530086.2871687,144,0.009999999776482582
1680530088.5386806,146,0.009999999776482582
1680530089.6804984,147,0.009999999776482582
1680530093.0149841,150,0.0010000000474974513
1680530100.9180052,157,0.0010000000474974513
1680530104.4178536,160,0.0010000000474974513
1680530106.6403124,162,0.0010000000474974513
1680530109.0129266,164,0.0010000000474974513
1680530117.0692725,171,0.0010000000474974513
1680530118.1929939,172,0.0010000000474974513
1680530123.9152548,177,0.0010000000474974513
1680530131.771028,184,0.0010000000474974513
1680530132.9227207,185,0.0010000000474974513
1680530139.687286,191,0.0010000000474974513
1680530140.8534565,192,0.0010000000474974513
1680530153.6550753,203,0.0010000000474974513
1680530155.966211,205,0.0010000000474974513
1680530165.1044888,213,0.0010000000474974513
1680530167.3721597,215,0.0010000000474974513
1680530177.6340714,224,0.0010000000474974513
1680530183.5035198,229,0.0010000000474974513
1680530200.978765,244,0.0010000000474974513
1680530202.1231148,245,0.0010000000474974513
1680530217.6149886,258,9.999999747378752e-05
1680530218.786164,259,9.999999747378752e-05
1680530219.9468043,260,9.999999747378752e-05
1680530232.4436586,271,9.999999747378752e-05
1680530235.8176372,274,9.999999747378752e-05
1680530240.3903587,278,9.999999747378752e-05
1680530244.8271368,282,9.999999747378752e-05
1680530248.2540457,285,9.999999747378752e-05
1680530251.7503624,288,9.999999747378752e-05
1680530254.0458572,290,9.999999747378752e-05
1680530259.6973507,295,9.999999747378752e-05
1680530261.9962618,297,9.999999747378752e-05
1680530263.2034283,298,9.999999747378752e-05
1680530275.2772717,308,9.999999747378752e-05
1680530280.2985165,312,9.999999747378752e-05
1680530285.1656034,316,9.999999747378752e-05
1680530287.5829074,318,9.999999747378752e-05
1680530288.8142405,319,9.999999747378752e-05
1680530292.3362448,322,9.999999747378752e-05
1680530310.0120616,337,9.999999747378752e-05
1680530319.496207,345,9.999999747378752e-05
1680530320.674154,346,9.999999747378752e-05
1680530334.79459,358,9.999999747378752e-06
1680530341.8533103,364,9.999999747378752e-06
1680530343.0247133,365,9.999999747378752e-06
1680530344.1955976,366,9.999999747378752e-06
1680530358.4416533,378,9.999999747378752e-06
1680530367.8543,386,9.999999747378752e-06
1680530372.5693173,390,9.999999747378752e-06
1680530374.9684777,392,9.999999747378752e-06
1680530380.8906932,397,9.999999747378752e-06
1680530386.9595737,402,9.999999747378752e-06
1680530389.4215372,404,9.999999747378752e-06
1680530402.9209323,415,9.999999747378752e-06
1680530410.4231532,421,9.999999747378752e-06
1680530411.6871932,422,9.999999747378752e-06
1680530428.3078802,436,9.999999747378752e-06
1680530429.5259404,437,9.999999747378752e-06
1680530431.9588783,439,9.999999747378752e-06
1680530437.9994867,444,9.999999747378752e-06
1680530440.4157424,446,9.999999747378752e-06
1680530447.8245196,452,9.999999974752427e-07
1680530452.691033,456,9.999999974752427e-07
1680530458.785539,461,9.999999974752427e-07
1680530463.5666933,465,9.999999974752427e-07
1680530467.257382,468,9.999999974752427e-07
1680530469.621266,470,9.999999974752427e-07
1680530474.4904296,474,9.999999974752427e-07
1680530475.679908,475,9.999999974752427e-07
1680530481.5313694,480,9.999999974752427e-07
1680530482.7148068,481,9.999999974752427e-07
1680530489.7845993,487,9.999999974752427e-07
1680530497.783049,494,9.999999974752427e-07
